Customer_ID,Assigned_Warehouse_ID,Demand,DistanceKM,Cost
1,24,861.0,236.689599475084,236.689599475084
2,35,758.0,136.54453656678217,136.54453656678217
3,14,541.0,120.3529608529708,120.3529608529708
4,27,707.0,320.91337075385104,320.91337075385104
5,48,868.0,383.3545943222006,383.3545943222006
6,8,424.0,276.9942319340325,276.9942319340325
7,16,615.0,140.11219370420656,140.11219370420656
8,3,115.0,133.45229085316714,133.45229085316714
9,26,891.0,115.68264910985144,115.68264910985144
10,5,435.0,208.28335159619297,208.28335159619297
11,9,858.0,328.90170730104757,328.90170730104757
12,25,357.0,376.6116990115772,376.6116990115772
13,3,596.0,275.10090085641497,275.10090085641497
14,49,995.0,427.1041069895156,427.1041069895156
15,40,259.0,264.69847395329293,264.69847395329293
16,6,574.0,221.89965801653491,221.89965801653491
17,26,951.0,117.20188898085492,117.20188898085492
18,37,763.0,122.52993251508026,122.52993251508026
19,27,789.0,256.2617574659945,256.2617574659945
20,11,774.0,120.56198276602676,120.56198276602676
21,29,479.0,215.5732943631017,215.5732943631017
22,31,644.0,234.66735161929512,234.66735161929512
23,43,790.0,193.4654185807238,193.4654185807238
24,31,526.0,212.43088063788144,212.43088063788144
25,6,712.0,159.63267871941267,159.63267871941267
26,46,367.0,68.9433596121029,68.9433596121029
27,16,934.0,154.23125133413703,154.23125133413703
28,21,676.0,195.1593914082275,195.1593914082275
29,25,516.0,251.34584698467475,251.34584698467475
30,2,267.0,216.9123357227013,216.9123357227013
31,27,941.0,165.345764304194,165.345764304194
32,24,142.0,271.0189366711443,271.0189366711443
33,33,655.0,110.69826650337008,110.69826650337008
34,35,384.0,210.1741345721326,210.1741345721326
35,34,496.0,182.9706461225024,182.9706461225024
36,16,111.0,210.87284294615867,210.87284294615867
37,49,706.0,254.03575017671128,254.03575017671128
38,46,401.0,355.21168684995695,355.21168684995695
39,46,997.0,287.912468965605,287.912468965605
40,29,352.0,278.60650005440306,278.60650005440306
41,5,598.0,192.1997819315401,192.1997819315401
42,7,853.0,233.62544239487215,233.62544239487215
43,34,134.0,138.62265138557083,138.62265138557083
44,13,826.0,152.28084795877325,152.28084795877325
45,10,948.0,201.25502950387937,201.25502950387937
46,17,189.0,91.83257821958802,91.83257821958802
47,47,875.0,83.24285879166266,83.24285879166266
48,26,704.0,184.30366757452992,184.30366757452992
49,12,701.0,230.15034983918227,230.15034983918227
50,44,517.0,190.5603985865665,190.5603985865665
51,34,214.0,381.5307380378064,381.5307380378064
52,9,716.0,93.35125282963077,93.35125282963077
53,16,295.0,224.23940338066188,224.23940338066188
54,16,925.0,48.908482900450885,48.908482900450885
55,26,600.0,376.26366218769056,376.26366218769056
56,21,725.0,152.987482297069,152.987482297069
57,6,592.0,384.56982034499305,384.56982034499305
58,16,174.0,206.86563201291133,206.86563201291133
59,10,512.0,99.3374535214806,99.3374535214806
60,43,475.0,147.36091404490944,147.36091404490944
61,15,519.0,59.88142961679169,59.88142961679169
62,48,828.0,74.4780148080862,74.4780148080862
63,9,376.0,229.02269020329948,229.02269020329948
64,49,860.0,233.81103618556557,233.81103618556557
65,20,775.0,172.85147348503892,172.85147348503892
66,39,493.0,175.79424514797518,175.79424514797518
67,37,968.0,193.054558758559,193.054558758559
68,14,556.0,314.5198536343226,314.5198536343226
69,8,291.0,275.15252904966,275.15252904966
70,28,838.0,407.18818590170247,407.18818590170247
71,36,788.0,247.03973019676715,247.03973019676715
72,46,198.0,180.52915444497327,180.52915444497327
73,42,647.0,162.48523568861324,162.48523568861324
74,38,195.0,86.11016886091281,86.11016886091281
75,15,763.0,412.50701240897223,412.50701240897223
76,20,762.0,129.68742282345977,129.68742282345977
77,45,289.0,125.0962944865914,125.0962944865914
78,44,835.0,143.106734523581,143.106734523581
79,25,136.0,360.1952671017584,360.1952671017584
80,35,879.0,359.87407775651457,359.87407775651457
81,10,468.0,304.0507614799067,304.0507614799067
82,36,794.0,100.01454194686322,100.01454194686322
83,42,624.0,153.29089636729353,153.29089636729353
84,49,378.0,76.58125708029948,76.58125708029948
85,28,316.0,151.30429636217048,151.30429636217048
86,50,966.0,230.38501254798587,230.38501254798587
87,49,972.0,393.6600117370591,393.6600117370591
88,24,897.0,237.99181013549537,237.99181013549537
89,43,372.0,220.30133946994303,220.30133946994303
90,46,980.0,74.29887672467576,74.29887672467576
91,50,161.0,41.09305579086151,41.09305579086151
92,44,695.0,217.248525281572,217.248525281572
93,44,979.0,277.20677511503817,277.20677511503817
94,8,828.0,127.98379106154214,127.98379106154214
95,40,441.0,205.56365469215433,205.56365469215433
96,11,496.0,39.463915676038305,39.463915676038305
97,44,798.0,167.13415211156723,167.13415211156723
98,25,118.0,256.7782209315887,256.7782209315887
99,34,276.0,66.32375549290374,66.32375549290374
100,35,711.0,185.1899453472793,185.1899453472793
