0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
468.615586792766,2487.884343163778,2119.8525668031834,667.494085522511,2279.051025624007,2888.4367723580044,1512.3083999182911,670.553840665883,1253.8529801153009,1468.4695194956596,3012.911121847821,1254.330246860874,576.6626575845034,2868.552447587437,1598.7490054361888,715.4288828864029,1271.282553899284,977.8055929169824,1053.2673470982136,2361.1158127418594,2359.4783452538823,864.210262270409,988.6386577076988,468.85748669780327,386.25642463689536,1668.1443282473201,1752.709646666221,910.1053292132356,1128.249566375269,1519.7177146065903,823.0388067811492,292.34077713961466,2373.2276094293716,2276.3469986639916,3055.5833932369264,1427.3056465364791,3207.9552618526986,1931.810785016044,1523.965297380832,2380.5608886548434,1392.9265167545825,3475.164554874155,3229.8975013592385,1262.6878498729404,2148.583362915147,2979.3702267759363,1586.382759710639,1028.6738742806897,2705.9140328960966,1605.0328896451267,3057.427291706952,3157.7557061279244,1729.0300494643654,1626.6483863589633,1589.0623893789066,979.2268214962403,810.8083904342882,1763.5269791690969,2277.802397776738,1042.893345054254,2574.5012844825374,1867.9734253513154,3070.1062618192964,3242.958822796408,334.41424510625006,874.3652036595666,1030.6166371122067,1994.3876368046883,2775.687508320568,2815.6144577224286,2579.4917377076317,1557.580685727521,977.0548754797369,1292.4160781117887,2433.0400156838455,248.3364758594953,882.0671502012639,1882.5437020357854,1262.2224946573358,2127.148481006252,2515.4889368149343,2234.416888403111,788.6592729270363,3289.1735279344284,2964.59761063421,3345.6990203013847,3191.933186658806,458.55597142230465,1251.3624976715164,1786.1315254864974,3174.9978038986615,1990.077949438907,2051.0521646560164,2838.5723602295548,1892.1405982286483,2250.835809795341,1680.9765774952878,1179.692973300487,3229.662035514684,2314.905610512422
1514.646772854913,1417.7415506347468,2034.0607120124316,1807.6070914438549,1776.4867412496994,1753.7609662482466,1730.1252397289265,793.3876018364479,484.0646157292466,1721.6904335387374,2116.5607958207515,1394.7066653185213,972.0225596752617,2083.5978114273453,1226.4238343553284,1941.4206687131941,276.477637211767,1422.43726649316,1714.4394945863737,2458.64343553811,1699.9060558590668,616.3190356231019,2077.7022340431245,1017.2491053927117,1671.8913971260688,1061.490557781298,1948.5555327802247,581.8951682403145,1316.4554064902557,216.9123357227013,1807.4605167733923,1404.8356228972436,2363.8510847363555,1174.4246972536323,2017.8359313251403,1668.9820522120606,2358.755818194712,974.6027161340211,1142.5037012837727,1799.4242865047775,1687.2489150427725,3130.5433132019048,2171.276327982246,179.41343257380217,1465.6252234587132,2496.571714077526,1567.358240587662,499.95761916100855,1652.330302165539,472.632997754013,2108.589012537608,2330.82552606267,2091.1173682135995,1918.0130270834538,423.21005068684264,780.3907715619832,2198.4395537023015,2075.5964210539514,1531.4175596327243,2100.980845042548,2423.9682890921354,1382.9481708569288,2204.1266235349112,2397.5645406646495,1727.979929508478,562.0486412271309,1606.1757883271396,1828.5572962008112,1878.6103746713848,2019.551190498733,1577.7962363346792,954.3177594808111,870.8913051905284,1941.999205010955,2055.7946537426797,1632.8346321168606,1574.724842422878,644.6531245716108,1346.047331154206,1058.9351955248144,1779.1322498756458,1307.9214707269548,997.334567456078,2508.0818641661094,2316.8715625036134,2929.3559305665467,2286.625298271263,1511.357262295296,2071.339682313341,1151.571075507919,2821.0072732291965,830.8222204791296,881.1997306386139,1768.2205638532305,1696.0312842620651,2436.1446272585176,470.6546312015342,1244.727535228735,2115.6542134199667,1167.0671776435415
1048.8119874854394,2012.4654997515443,2183.0172685709776,1338.8367603579177,2116.512485488982,2383.7605637538827,1699.4752866202543,133.45229085316714,771.0641519903013,1672.0272505175542,2655.614159222013,1356.308724483581,275.10090085641497,2572.185373267827,1444.935987169807,1440.9317722196288,660.2217758193935,1226.8250326933305,1459.862577196577,2541.422744792953,2113.0664086406564,433.9485612745643,1651.753084687028,543.491929249576,1126.073450563549,1389.6811621594384,1950.1833260370543,460.2978757334208,1235.7202845166203,856.6560095142709,1410.4546386953502,884.1227403134377,2494.234207788905,1774.5249137728058,2614.303035841119,1618.9046809326217,2883.3051326874747,1490.185777378345,1352.6991028565453,2179.5971680681128,1612.5086616459862,3447.7931269377423,2778.9069220670835,519.2958678868598,1875.8768855129854,2859.636001772722,1640.2053303251691,538.5063012172918,2246.8850409973415,1035.2003512980143,2670.0025372688765,2845.0394963508843,2021.2328645694604,1869.1276964586746,1000.3924223105112,745.3862450634178,1609.5012504333706,2029.3555485233792,1977.777995453823,1691.4955340124723,2625.9574558539834,1682.7628206558668,2732.200869011921,2921.3642795121,1130.2033018413586,332.5310813981863,1378.0695654101519,2002.8388967027236,2411.210425613556,2511.094971481326,2147.4058388658223,1263.1302140391533,818.0888914634909,1718.0785162889722,2350.0217484376067,1037.9197118877757,1283.7329626783956,1284.3107201306987,1329.389608391569,1637.5447783811826,2233.4544100386447,1830.5115284503045,785.6319209458451,3006.5415374396944,2750.3395167336635,3274.49247756397,2833.58098124115,1041.9477784207595,1775.3780786377451,1507.4443667532666,3134.253917053902,1441.7837995445716,1500.0403351370453,2372.696177869323,1874.61616164359,2474.772566526365,1081.8770359177215,1216.8964426079333,2743.7095812155626,1787.635919430959
725.1724540436539,2002.4832603449988,1945.3272138453608,1018.9699856817678,1957.3697518714157,2393.9773700901455,1419.0843520930603,212.10184043353587,736.6151954660583,1387.214180347823,2589.5630943344036,1087.4682747317454,322.79088193505,2476.5253487273244,1266.5037575174874,1130.041614309866,719.3346410557011,920.070285765791,1137.1217375781646,2275.3910488488477,1989.2506685071796,330.16868960591097,1326.952073692829,213.68857265171374,828.7146020549212,1264.5801796269445,1672.152346779222,376.10473135674135,960.3679929421161,963.3779519470105,1081.7274661380345,572.2149558839241,2243.7086861112903,1777.3100555898502,2590.828567537155,1335.6102774046583,2803.520888828902,1453.1880391070458,1178.1550867194162,2037.2277394762275,1322.7744741723739,3252.288750745169,2761.8030624808616,708.2006765840846,1759.9213776526876,2692.9050078416726,1394.3207658895776,494.28000907732286,2230.011513595044,1070.7844513265416,2619.0041150020184,2759.385982484,1723.6597264232962,1579.506993732756,1049.120667267178,558.8716860228991,1340.0359292436185,1737.2145658695235,1876.278113600816,1364.9680644661194,2397.5634096990098,1524.240535810015,2657.451646697429,2840.446475246967,864.2929643982845,316.7201363955744,1060.6328376311167,1779.3518396219324,2346.3985087441374,2418.5735262143376,2114.7831465266277,1141.3909186017893,603.9614107215114,1396.4550986912366,2163.809550567619,769.1960665029476,958.7613240629521,1344.4024767265482,1069.2280037551325,1631.167232816533,2127.3437060166348,1778.6826735263494,507.72582258989866,2908.457885827724,2620.376209469183,3093.2318215746577,2769.495856881654,718.8786248322865,1446.682570899616,1385.9633812448976,2941.0982434197253,1469.449937607005,1530.2862063988339,2360.733596135328,1657.216600072779,2197.2434319451013,1139.798794337185,960.540063351118,2745.612696330971,1806.1294169472908
976.9596282206435,1955.5600176390121,808.0442692231818,946.4874635905259,1248.403881472639,2322.4168750204603,243.93110570599183,1643.4450605599118,1386.3200275239076,208.28335159619297,2143.777431680767,473.99026811738787,1733.5600835512469,1921.6491718133805,889.1331259681023,1060.5226207716485,1584.5095902855094,515.0301297690436,394.87077943322765,936.556455246979,1443.4346256417064,1372.1577498146833,861.511337415226,1243.6010787819373,1177.3142427328862,1127.3734931409874,361.33212817012225,1376.6888793199128,545.7222511374302,1768.395213387726,741.2461931771428,1142.2826486596452,979.0346136411067,1861.7876844550365,2331.961534360816,237.41650069271924,2254.977964740669,1535.827515218895,907.4482866928005,1383.7661402058181,192.1997819315401,2133.5082293429173,2496.9189958289608,1817.0446570212027,1347.588476337288,1764.396947970646,509.7985256839688,1398.212359154582,2086.0411218100094,1625.7886767542275,2233.9144032792883,2192.386452378253,296.84028268744567,213.99401750686096,1654.4472594434803,1096.9574622722341,1468.9723695900257,329.47774941278016,1479.6460275094423,819.9249537835318,1219.544881553018,1038.3235434149922,2158.836334225869,2280.413724323891,1358.2491344847967,1484.7247704393856,404.96152380698805,786.6649478370574,1962.8645602694535,1891.688479761417,1937.377517981842,1126.447698871041,1004.0766728173617,271.94909476191225,1248.02077519623,1336.6964016718987,552.8240335977002,1820.4352145536122,528.4603663738216,1741.0116374882753,1618.1855766018919,1641.7178707553717,958.3494384497129,2260.222671804534,1876.5008471329797,2048.9559362635473,2297.1264585712725,986.6908115856654,495.6764007528362,1169.6764650963619,1859.9931559306672,1777.9380180442943,1819.8836186573324,2203.6004498704383,762.7405612894986,817.4202259866244,1716.3550050301021,618.7161787691801,2565.5528807265828,1940.694749458069
371.82236347384134,2680.2502632314977,1989.4650366494895,265.5350573591921,2283.4502397906845,3084.461852381952,1361.5817211393064,1146.940206723684,1552.524929724956,1312.4859743302457,3105.667420626736,1210.8449579703508,1084.0648920841484,2927.095816513584,1663.2079285498812,221.89965801653491,1628.9536125289665,900.4076766194543,818.7062767113525,2137.545074123858,2412.150257006417,1222.435692490926,524.3831403571124,814.182632278376,159.63267871941267,1799.759485123341,1564.7688820859648,1262.9208055165734,1111.478188264907,1882.6371995715917,473.38342975679865,426.8060927026953,2187.6160455466365,2496.103036881481,3202.9109397942807,1286.5528721618532,3272.1206943104025,2135.8624285046276,1609.6668965730107,2402.872887389719,1237.4195697725752,3337.8160262987763,3378.2827886419236,1686.5545884838948,2232.240032341951,2918.734251976102,1517.8850953611325,1370.017373895789,2878.054550519634,1909.6319072243534,3168.5595079867503,3215.7808394467966,1476.8161322313815,1421.0722754546891,1905.437422779115,1214.3612945048262,384.56982034499305,1526.582786332422,2369.7491370180473,585.7472534564167,2422.7327844414467,1920.8455820153067,3147.925600927473,3303.9127300450104,213.88121107643533,1270.1889047464524,854.3455847028191,1910.5440560191937,2882.6959461868983,2881.759068508558,2739.3983983038393,1712.2057471608368,1172.9702138739394,992.9263935083341,2376.2517995790745,271.0803893257627,707.1389927992078,2184.455519491505,1241.1988009099748,2347.4700740524004,2581.8026649525004,2394.5884960448466,967.1587434388005,3322.8327415074577,2965.6875322207898,3240.3278028512786,3279.0308062191266,369.2173686365384,876.2665161195407,1904.993621075584,3056.0928020108477,2254.975579889679,2314.0887805066004,3010.1229631535934,1835.0162647605694,2005.1595732734756,1996.3435846359148,1198.1467967764697,3402.143595233644,2549.100549533706
2875.8401904765424,2013.034029010999,1178.8860553894974,2878.09499263448,1264.9693991729846,2077.7775633038736,1794.568206212745,3271.135257635289,2622.843895578287,1841.4198671869606,1487.939991266712,2052.4215966510446,3425.648358805619,1290.2778776736732,1873.5078939510763,2988.6000167681213,2822.6059464311647,2321.4541673137537,2321.375219872742,1035.6820163500934,1390.7696815401007,2880.1287657089756,2757.6800182930315,2974.6901812964916,3097.130201478341,1983.7443569516772,1575.065427527055,2856.2959306132057,2182.2974412772674,2840.6236114086505,2672.55940006077,3013.119933968401,953.5332504590215,2155.3915900661077,1819.234050056775,1877.1376270490287,1348.8503404959067,2127.5668772847575,1966.101836594656,1266.3423708865935,1918.0307944818535,233.62544239487218,1871.433048543845,3108.734651445345,1599.1627310261235,639.331809008577,1723.5211724494818,2800.1190964822936,1912.727352202011,2585.675271503471,1602.4883768230875,1302.6640095697185,1683.4525471257382,1718.4937505289572,2635.7384386090803,2570.830784668597,3388.4826027257664,1625.2042026254383,1578.3428811034821,2705.2323766709947,724.3261578352581,1663.64331630871,1407.3553919547173,1336.9771054417988,3278.629346688016,2985.94992388137,2300.6804309431873,1324.8586544655873,1556.5884203316632,1334.8474612214443,1842.0377162939658,2101.325056185684,2506.6689440566934,2169.5470466571414,983.8388318575106,3245.974374732625,2454.643479559255,2561.365965479921,2054.8745964558984,2167.173231094427,1391.7975679471965,1879.0344995952119,2606.07583646116,1181.553308038878,969.1707576940826,343.5467557975279,1484.2647862645633,2884.8046618136455,2350.692822803956,1887.2306601332202,266.3177043982064,2384.1874468277942,2373.2923345653307,1924.124541933405,1446.0301170957282,1190.6842655769449,2626.5921710601306,2154.4538147991243,2022.9776523278654,2228.6644856187795
2536.147735534131,309.80341655514627,1528.3521254544441,2727.282929081972,923.4039055216405,276.9942319340325,1835.7583705715147,2343.784439903167,1554.6331466758647,1872.7672976887152,433.451512440639,1763.7383570098523,2539.776993516747,546.2542284825563,1265.3892532464217,2882.514766122945,1652.9267924349658,2048.152749570166,2273.3631872134188,1916.34023483397,685.7006893875091,1956.2642801884147,2825.2499469271197,2285.796385737943,2779.5631777396093,1105.738486159117,1848.9008702405722,1912.4077891522422,1825.831236868669,1513.1384934378796,2591.337547076572,2557.5366778765356,1739.6106411904877,552.3636500537243,308.7461184924651,1855.7170620851157,679.6507852950521,829.2538248069867,1303.110917660688,802.1257343679841,1912.235789404923,1806.6658275473053,481.69386257255445,1875.7365153112548,732.0540189688738,1192.8691546498808,1571.3582253577715,1801.3427005470755,91.038106904559,1284.0229894047209,390.27077942706103,673.9597204040978,2078.2391026337077,1948.8740905173984,1325.7280062155573,1769.6004888557702,3277.0433050396186,2016.869709230042,601.111429687911,2807.0576507602755,1586.727880539282,1048.4600692593222,533.3727996088771,716.7793923377726,2923.797038133242,2010.5457614484687,2174.866478645117,1391.7908894754084,275.15252904966,497.09083965935497,168.85190552194626,1200.1937925614748,1774.9032284203345,2330.1944126585104,1141.134668367739,2845.542450818285,2272.7763029042153,1086.0762906073508,1716.5761305521128,674.9444926073616,547.2679346273229,515.1130204816794,1974.6592260291693,863.9809944898919,869.2971327511779,1572.9767517371204,578.0331421653092,2540.0851100286754,2552.9108657867705,1002.2863616886762,1565.6163599096178,895.7172333718792,847.0014588524357,127.98379106154214,1350.0508795971696,2012.8554532386943,1259.645712344738,1726.2915071527434,499.46730411132995,572.4265397469509
2878.1750523745654,1038.6134043751078,1430.5026282344156,3005.2081793248854,947.905892300771,937.3792440842702,1950.0083488838784,2900.412570388687,2121.440352938486,1996.9048931018585,328.90170730104757,2015.7885179741456,3089.304777012302,320.8024152272835,1586.6482636850096,3151.132335148274,2265.205426287762,2325.7820795778157,2476.8824732888643,1674.8165074976068,823.9667970070077,2492.583188471808,3020.9380380722246,2750.399845241559,3126.2794565812637,1533.4483390135474,1860.830838358435,2453.8525572949766,2115.663962760243,2175.455360669451,2832.831781502733,2946.4917453583193,1498.4849046545369,1259.3821642286116,632.9677519555945,2000.933181820521,134.29255865432825,1424.3232936547292,1659.0673731781717,823.292696243087,2058.3371969628743,1128.7692265252317,658.5897401745759,2520.712516124013,1039.6490350204558,646.5176275171374,1729.3724159353023,2357.2744990663596,849.2755331500535,1924.3735507263707,417.6713518624013,93.35125282963075,2071.600262215383,1995.881193054154,1971.8884027631314,2244.1318417646808,3566.006073129098,2003.124124337367,920.804307658584,2987.7623917883757,1259.3843365148368,1318.3338902211083,229.02269020329948,130.48844365350178,3291.855962829818,2569.3722143398613,2402.139963245828,1394.3766534251392,525.3034675122467,381.1132247573977,853.2052301784934,1655.5607220402323,2220.9780483657564,2451.2104656533675,956.8082245855867,3227.575257327752,2532.107106994155,1779.5971130940766,1984.5716638629708,1344.1654589636803,670.7653096321429,1084.9972450123232,2395.7165608703876,115.78239689226808,339.2721533329011,901.0096060914489,270.0002834229072,2884.3463903703328,2675.214204183265,1412.105074669475,959.2165771720189,1582.7007654271279,1545.3727373678253,804.746015105622,1425.645120418544,1813.3639408078095,1923.255109632947,2035.8046090136424,812.5584580429955,1302.3022200788446
2033.8339058701279,455.1413362344439,1060.3336823500435,2209.1612627483446,486.4526369885185,777.9990550197286,1303.9121258014447,1960.5593510738029,1179.6100767743565,1339.95530295038,728.49247619295,1234.2975588598113,2150.9849252504728,622.3021124213185,741.1419445248513,2363.245045909835,1328.0180120119878,1525.3137322051496,1741.6980807533891,1486.101964632004,280.17736210409373,1554.5091828299328,2294.75747171696,1835.9760999463545,2280.413523780562,617.2265594477797,1332.4044381787937,1514.768313063521,1303.2910897082502,1261.4430352555946,2065.7393614608854,2072.4360277144783,1320.7657196454513,505.7964005787931,810.5155166461448,1321.9106697032992,938.697629912573,502.66294917088413,789.213193919534,416.45063718762475,1378.2616570323803,1709.7436778995407,984.3310564831188,1591.7014434836103,201.25502950387934,1059.143709018802,1038.2102138601726,1416.1656014965024,539.7382123591686,1003.5826374704428,774.5582314210817,896.6346728462075,1561.172949969309,1424.0137168178858,1053.0387218405976,1321.258234992597,2764.099593521776,1502.4640454455778,99.3374535214806,2275.1874144601898,1229.6227650875428,514.2622797232718,792.3753328397239,975.9415213334225,2432.963525633318,1628.50610531147,1645.1473709203715,895.9042294965531,490.63768050925734,560.7437347324792,391.60706431026625,730.7102167010255,1309.576903693074,1796.191785776688,771.2647552698154,2359.574312306237,1748.2829932757163,913.1082816680429,1188.967216868068,502.43555140544044,304.0507614799067,215.6272155937848,1498.6279471427029,1056.3815542309487,842.0016474987459,1491.2509812217033,908.2063944367434,2038.518290712337,2018.7044934881076,500.8044891476908,1417.0181265643282,725.9335750132644,710.0152113416264,656.6471019154366,834.8588579519549,1558.8740153371111,1018.0014760741244,1206.923483995768,1029.4113753570507,587.7537573747028
